,author,op,datetime
598,AlexPlaysMusic123,1,2021-07-19
908,fueno45,1,2021-07-20
1022,[deleted],1,2021-07-20
1155,[deleted],0,2021-07-20
1816,[deleted],1,2021-07-21
2108,[deleted],1,2021-07-22
2177,[deleted],1,2021-07-22
2266,AlexPlaysMusic123,1,2021-07-22
2752,ThatWasNotEasy10,1,2021-07-23
2786,fueno45,1,2021-07-23
2917,Existing5678,1,2021-07-24
2950,RepresentativeElk159,0,2021-07-24
2998,Jim-Dread,1,2021-07-24
3121,AlexPlaysMusic123,1,2021-07-24
3253,fueno45,1,2021-07-24
3415,RepresentativeElk159,0,2021-07-25
3574,RepresentativeElk159,1,2021-07-25
3630,RepresentativeElk159,0,2021-07-25
3637,ThatWasNotEasy10,1,2021-07-25
3882,patheticccccccc,1,2021-07-26
4091,Jim-Dread,1,2021-07-26
4196,fueno45,1,2021-07-26
4277,fueno45,1,2021-07-26
4424,ThatWasNotEasy10,1,2021-07-27
5037,ThatWasNotEasy10,1,2021-07-28
5247,[deleted],1,2021-07-29
5248,[deleted],1,2021-07-29
5249,[deleted],1,2021-07-29
5538,patheticccccccc,1,2021-07-29
5547,fueno45,1,2021-07-29
5809,[deleted],1,2021-07-30
5828,Existing5678,1,2021-07-30
5843,ThatWasNotEasy10,1,2021-07-30
5861,RepresentativeElk159,1,2021-07-30
6035,fueno45,0,2021-07-30
6442,fueno45,1,2021-07-31
6445,fueno45,0,2021-07-31
6447,fueno45,1,2021-07-31
6843,Existing5678,1,2021-08-01
6881,[deleted],1,2021-08-01
6883,[deleted],1,2021-08-01
7062,AlexPlaysMusic123,1,2021-08-01
7199,fueno45,1,2021-08-01
7311,[deleted],1,2021-08-02
7424,RepresentativeElk159,1,2021-08-02
7618,AlexPlaysMusic123,1,2021-08-02
7632,AlexPlaysMusic123,1,2021-08-02
7776,ThatWasNotEasy10,1,2021-08-02
7829,patheticccccccc,1,2021-08-03
7904,Jim-Dread,1,2021-08-03
7936,ThatWasNotEasy10,1,2021-08-03
8280,Aqua_v2,0,2021-08-03
8338,DraftConnect568,1,2021-08-04
8369,ThatWasNotEasy10,1,2021-08-04
8433,Existing5678,1,2021-08-04
8577,DraftConnect568,1,2021-08-04
8621,[deleted],1,2021-08-04
8707,AlexPlaysMusic123,1,2021-08-04
8712,Jim-Dread,1,2021-08-04
8753,DraftConnect568,1,2021-08-04
8790,ThatWasNotEasy10,0,2021-08-04
9117,fueno45,1,2021-08-05
9130,fueno45,0,2021-08-05
9170,ThatWasNotEasy10,0,2021-08-05
9233,[deleted],1,2021-08-05
9320,fueno45,0,2021-08-06
9399,patheticccccccc,1,2021-08-06
9444,ThatWasNotEasy10,1,2021-08-06
9477,DraftConnect568,1,2021-08-06
9756,DraftConnect568,1,2021-08-06
9774,fueno45,1,2021-08-06
9791,[deleted],1,2021-08-06
9806,ThatWasNotEasy10,1,2021-08-06
9890,ThatWasNotEasy10,0,2021-08-07
10016,ThatWasNotEasy10,1,2021-08-07
10117,fueno45,1,2021-08-07
10213,Aqua_v2,1,2021-08-07
10216,fueno45,1,2021-08-07
10228,fueno45,1,2021-08-07
10239,fueno45,1,2021-08-07
10240,fueno45,0,2021-08-07
10267,fueno45,1,2021-08-07
10300,ThatWasNotEasy10,0,2021-08-07
10307,DraftConnect568,1,2021-08-07
10708,Existing5678,1,2021-08-08
10819,Existing5678,1,2021-08-08
10897,Aqua_v2,1,2021-08-09
10960,Existing5678,0,2021-08-09
10975,Existing5678,0,2021-08-09
11003,glasstumble16,1,2021-08-09
11121,Existing5678,1,2021-08-09
11403,[deleted],1,2021-08-10
11489,Existing5678,1,2021-08-10
11752,ThatWasNotEasy10,1,2021-08-10
11838,RepresentativeElk159,1,2021-08-10
11854,RepresentativeElk159,1,2021-08-10
11911,Existing5678,1,2021-08-10
12020,Existing5678,0,2021-08-11
12034,Existing5678,1,2021-08-11
12036,Existing5678,1,2021-08-11
12148,[deleted],1,2021-08-11
12369,AlexPlaysMusic123,1,2021-08-11
12491,ThatWasNotEasy10,1,2021-08-12
12586,fueno45,1,2021-08-12
12591,fueno45,1,2021-08-12
12615,fueno45,0,2021-08-12
12619,fueno45,1,2021-08-12
12629,fueno45,1,2021-08-12
12668,fueno45,1,2021-08-12
12901,ThatWasNotEasy10,1,2021-08-13
12961,Existing5678,1,2021-08-13
13003,[deleted],1,2021-08-13
13203,patheticccccccc,1,2021-08-13
13384,fueno45,1,2021-08-14
13389,fueno45,1,2021-08-14
13408,fueno45,1,2021-08-14
13459,ThatWasNotEasy10,1,2021-08-14
13558,Jim-Dread,1,2021-08-14
13562,[deleted],1,2021-08-14
13781,AlexPlaysMusic123,1,2021-08-14
14083,AlexPlaysMusic123,1,2021-08-15
14098,AlexPlaysMusic123,1,2021-08-15
14100,ThatWasNotEasy10,0,2021-08-15
14111,fueno45,1,2021-08-15
14223,Jim-Dread,1,2021-08-15
14421,fueno45,1,2021-08-16
14468,ThatWasNotEasy10,1,2021-08-16
14514,fueno45,1,2021-08-16
14586,[deleted],1,2021-08-16
14697,[deleted],1,2021-08-16
14858,ThatWasNotEasy10,1,2021-08-16
15144,RepresentativeElk159,1,2021-08-17
15189,ThatWasNotEasy10,1,2021-08-17
15489,Existing5678,1,2021-08-18
15687,fueno45,1,2021-08-18
15904,fueno45,1,2021-08-18
15958,[deleted],1,2021-08-19
16146,[deleted],1,2021-08-19
16158,fueno45,1,2021-08-19
16222,fueno45,1,2021-08-19
16224,fueno45,1,2021-08-19
16267,fueno45,1,2021-08-19
16469,fueno45,1,2021-08-20
16547,patheticccccccc,1,2021-08-20
16554,[deleted],1,2021-08-20
16558,Existing5678,1,2021-08-20
16561,[deleted],1,2021-08-20
16564,Existing5678,1,2021-08-20
16566,[deleted],1,2021-08-20
16573,[deleted],1,2021-08-20
16578,[deleted],1,2021-08-20
16580,[deleted],0,2021-08-20
16591,[deleted],1,2021-08-20
16594,[deleted],1,2021-08-20
16596,[deleted],1,2021-08-20
16600,[deleted],0,2021-08-20
16602,[deleted],1,2021-08-20
16605,[deleted],0,2021-08-20
16607,[deleted],1,2021-08-20
16610,[deleted],0,2021-08-20
16612,[deleted],1,2021-08-20
16619,[deleted],1,2021-08-20
16630,[deleted],0,2021-08-20
16632,[deleted],1,2021-08-20
16635,[deleted],0,2021-08-20
16646,[deleted],1,2021-08-20
16661,[deleted],1,2021-08-20
16669,[deleted],1,2021-08-20
16686,[deleted],1,2021-08-20
16690,[deleted],0,2021-08-20
16702,[deleted],1,2021-08-20
16716,[deleted],1,2021-08-20
16717,[deleted],1,2021-08-20
16728,[deleted],1,2021-08-20
16738,[deleted],1,2021-08-20
16761,[deleted],1,2021-08-20
16765,[deleted],0,2021-08-20
16776,[deleted],1,2021-08-20
16777,[deleted],1,2021-08-20
16778,Existing5678,1,2021-08-20
16781,[deleted],1,2021-08-20
16789,[deleted],1,2021-08-20
16791,[deleted],1,2021-08-20
16799,[deleted],1,2021-08-20
16809,[deleted],1,2021-08-20
16827,[deleted],1,2021-08-20
16829,[deleted],1,2021-08-20
16830,[deleted],0,2021-08-20
16838,[deleted],1,2021-08-20
16845,[deleted],0,2021-08-20
16846,[deleted],1,2021-08-20
16856,[deleted],1,2021-08-20
16858,[deleted],1,2021-08-20
16867,[deleted],1,2021-08-20
16870,[deleted],0,2021-08-20
16871,[deleted],1,2021-08-20
16873,[deleted],1,2021-08-20
16885,[deleted],0,2021-08-20
16892,[deleted],1,2021-08-20
16894,[deleted],1,2021-08-20
16901,[deleted],1,2021-08-20
16903,[deleted],1,2021-08-20
16913,[deleted],1,2021-08-20
16919,[deleted],1,2021-08-20
16922,[deleted],1,2021-08-20
16929,[deleted],1,2021-08-20
16941,[deleted],1,2021-08-20
16953,[deleted],1,2021-08-20
16961,[deleted],1,2021-08-21
16970,[deleted],0,2021-08-21
16981,[deleted],1,2021-08-21
16985,[deleted],0,2021-08-21
16994,[deleted],1,2021-08-21
17007,[deleted],1,2021-08-21
17014,[deleted],1,2021-08-21
17015,[deleted],0,2021-08-21
17019,[deleted],1,2021-08-21
17026,[deleted],1,2021-08-21
17032,fueno45,1,2021-08-21
17045,[deleted],0,2021-08-21
17049,[deleted],1,2021-08-21
17051,[deleted],1,2021-08-21
17065,[deleted],0,2021-08-21
17070,[deleted],0,2021-08-21
17081,[deleted],1,2021-08-21
17121,ThatWasNotEasy10,1,2021-08-21
17127,[deleted],1,2021-08-21
17135,[deleted],0,2021-08-21
17140,[deleted],0,2021-08-21
17150,[deleted],0,2021-08-21
17166,[deleted],1,2021-08-21
17174,[deleted],1,2021-08-21
17189,[deleted],1,2021-08-21
17202,fueno45,1,2021-08-21
17220,[deleted],0,2021-08-21
17229,[deleted],1,2021-08-21
17231,[deleted],1,2021-08-21
17253,fueno45,1,2021-08-21
17297,[deleted],1,2021-08-21
17304,[deleted],1,2021-08-21
17309,[deleted],1,2021-08-21
17343,[deleted],1,2021-08-21
17359,[deleted],1,2021-08-21
17387,[deleted],1,2021-08-21
17397,[deleted],1,2021-08-21
17403,[deleted],1,2021-08-21
17408,[deleted],1,2021-08-21
17416,[deleted],1,2021-08-21
17534,ThatWasNotEasy10,1,2021-08-22
17683,fueno45,1,2021-08-22
17686,ThatWasNotEasy10,1,2021-08-22
17707,fueno45,1,2021-08-22
17956,fueno45,1,2021-08-22
18137,DraftConnect568,1,2021-08-23
18171,ThatWasNotEasy10,1,2021-08-23
18182,[deleted],1,2021-08-23
18396,broken4ever81,1,2021-08-23
18452,fueno45,1,2021-08-23
18488,fueno45,1,2021-08-23
18643,Existing5678,1,2021-08-24
18645,Existing5678,0,2021-08-24
18647,Existing5678,1,2021-08-24
18660,Existing5678,0,2021-08-24
18675,Existing5678,0,2021-08-24
18702,[deleted],1,2021-08-24
18958,fueno45,1,2021-08-24
19055,fueno45,0,2021-08-24
19107,ThatWasNotEasy10,1,2021-08-25
19150,Existing5678,0,2021-08-25
19188,Existing5678,1,2021-08-25
19255,fueno45,0,2021-08-25
19258,fueno45,1,2021-08-25
19369,fueno45,1,2021-08-25
19378,fueno45,1,2021-08-25
19553,fueno45,1,2021-08-25
19615,fueno45,0,2021-08-26
19618,fueno45,1,2021-08-26
19701,ThatWasNotEasy10,1,2021-08-26
19857,fueno45,1,2021-08-26
19870,fueno45,0,2021-08-26
19887,broken4ever81,1,2021-08-26
19935,fueno45,0,2021-08-26
20045,ThatWasNotEasy10,0,2021-08-27
20103,patheticccccccc,1,2021-08-27
20111,patheticccccccc,1,2021-08-27
20147,patheticccccccc,1,2021-08-27
20150,Existing5678,0,2021-08-27
20164,ThatWasNotEasy10,1,2021-08-27
20238,AlexPlaysMusic123,1,2021-08-27
20298,AlexPlaysMusic123,1,2021-08-27
20472,AlexPlaysMusic123,1,2021-08-27
20505,AlexPlaysMusic123,0,2021-08-28
20564,AlexPlaysMusic123,1,2021-08-28
20601,Existing5678,1,2021-08-28
20640,AlexPlaysMusic123,0,2021-08-28
20812,broken4ever81,1,2021-08-28
20832,AlexPlaysMusic123,1,2021-08-28
20895,Jim-Dread,0,2021-08-28
21060,Existing5678,0,2021-08-29
21115,patheticccccccc,0,2021-08-29
21154,patheticccccccc,1,2021-08-29
21163,ThatWasNotEasy10,1,2021-08-29
21304,fueno45,1,2021-08-29
21434,broken4ever81,1,2021-08-29
21469,fueno45,1,2021-08-29
21510,Existing5678,0,2021-08-29
21560,Existing5678,0,2021-08-30
21634,Existing5678,1,2021-08-30
21675,glasstumble16,0,2021-08-30
21740,[deleted],0,2021-08-30
21850,[deleted],0,2021-08-30
21940,AlexPlaysMusic123,0,2021-08-30
21978,fueno45,1,2021-08-30
21990,fueno45,0,2021-08-30
21996,AlexPlaysMusic123,1,2021-08-30
22041,Existing5678,1,2021-08-30
22123,fueno45,1,2021-08-31
22254,patheticccccccc,1,2021-08-31
22341,[deleted],1,2021-08-31
22416,fueno45,1,2021-08-31
22486,Jim-Dread,1,2021-08-31
22661,[deleted],1,2021-09-01
22670,anechointhedark,0,2021-09-01
22675,Existing5678,0,2021-09-01
22691,Existing5678,1,2021-09-01
22706,Existing5678,1,2021-09-01
22839,RepresentativeElk159,1,2021-09-01
22888,Existing5678,1,2021-09-01
22890,Jim-Dread,0,2021-09-01
22911,EntrepreneurSea4863,1,2021-09-01
22996,Jim-Dread,1,2021-09-01
23081,EntrepreneurSea4863,1,2021-09-01
23085,EntrepreneurSea4863,0,2021-09-01
23088,EntrepreneurSea4863,1,2021-09-01
23094,EntrepreneurSea4863,1,2021-09-02
23099,EntrepreneurSea4863,1,2021-09-02
23106,EntrepreneurSea4863,1,2021-09-02
23124,EntrepreneurSea4863,1,2021-09-02
23133,EntrepreneurSea4863,1,2021-09-02
23143,[deleted],1,2021-09-02
23321,EntrepreneurSea4863,1,2021-09-02
23343,EntrepreneurSea4863,1,2021-09-02
23364,EntrepreneurSea4863,1,2021-09-02
23442,AlexPlaysMusic123,1,2021-09-02
23464,EntrepreneurSea4863,1,2021-09-02
23482,EntrepreneurSea4863,1,2021-09-02
23505,broken4ever81,0,2021-09-02
23566,EntrepreneurSea4863,1,2021-09-02
23875,[deleted],0,2021-09-03
23920,Aqua_v2,0,2021-09-03
23955,AlexPlaysMusic123,0,2021-09-03
23959,Existing5678,1,2021-09-03
24003,AlexPlaysMusic123,1,2021-09-03
24055,Aqua_v2,0,2021-09-04
24128,ThatWasNotEasy10,1,2021-09-04
24214,[deleted],1,2021-09-04
24398,RepresentativeElk159,1,2021-09-04
24489,broken4ever81,1,2021-09-04
24533,[deleted],1,2021-09-04
24680,Existing5678,0,2021-09-05
24691,Existing5678,1,2021-09-05
24772,Jim-Dread,1,2021-09-05
24960,Aqua_v2,0,2021-09-05
24994,[deleted],1,2021-09-05
25307,Aqua_v2,1,2021-09-06
25377,broken4ever81,1,2021-09-06
25392,broken4ever81,1,2021-09-06
25397,Aqua_v2,1,2021-09-06
25444,patheticccccccc,1,2021-09-06
25518,Aqua_v2,1,2021-09-06
25522,Aqua_v2,1,2021-09-06
25760,Jim-Dread,0,2021-09-07
25769,Jim-Dread,1,2021-09-07
25795,ThatWasNotEasy10,0,2021-09-07
25805,broken4ever81,0,2021-09-07
25828,Aqua_v2,1,2021-09-07
25852,EntrepreneurSea4863,1,2021-09-07
26017,Aqua_v2,1,2021-09-07
26084,Aqua_v2,1,2021-09-07
26131,broken4ever81,1,2021-09-07
26154,ThatWasNotEasy10,1,2021-09-07
26171,Aqua_v2,1,2021-09-07
26215,EntrepreneurSea4863,0,2021-09-07
26219,EntrepreneurSea4863,1,2021-09-07
26221,EntrepreneurSea4863,1,2021-09-07
26235,EntrepreneurSea4863,0,2021-09-07
26260,EntrepreneurSea4863,0,2021-09-08
26890,ThatWasNotEasy10,0,2021-09-09
26912,[deleted],1,2021-09-09
26960,Aqua_v2,0,2021-09-09
27071,EntrepreneurSea4863,1,2021-09-09
27181,[deleted],1,2021-09-09
27191,Aqua_v2,1,2021-09-09
27373,ThatWasNotEasy10,1,2021-09-10
27393,AlexPlaysMusic123,1,2021-09-10
27463,EntrepreneurSea4863,1,2021-09-10
27465,EntrepreneurSea4863,0,2021-09-10
27477,EntrepreneurSea4863,1,2021-09-10
27484,EntrepreneurSea4863,1,2021-09-10
27566,RepresentativeElk159,1,2021-09-10
27571,patheticccccccc,1,2021-09-10
27578,Aqua_v2,1,2021-09-10
27658,Aqua_v2,1,2021-09-10
27662,Aqua_v2,1,2021-09-10
27822,RepresentativeElk159,1,2021-09-11
27830,RepresentativeElk159,0,2021-09-11
27854,RepresentativeElk159,1,2021-09-11
27933,EntrepreneurSea4863,1,2021-09-11
27942,EntrepreneurSea4863,1,2021-09-11
27947,EntrepreneurSea4863,1,2021-09-11
28046,RepresentativeElk159,1,2021-09-11
28061,RepresentativeElk159,1,2021-09-11
28065,broken4ever81,0,2021-09-11
28067,Aqua_v2,1,2021-09-11
28073,RepresentativeElk159,1,2021-09-11
28139,broken4ever81,1,2021-09-11
28209,Aqua_v2,1,2021-09-12
28288,Existing5678,1,2021-09-12
28300,RepresentativeElk159,0,2021-09-12
28511,EntrepreneurSea4863,1,2021-09-12
28514,Existing5678,1,2021-09-12
28542,[deleted],1,2021-09-12
28564,[deleted],1,2021-09-12
28598,broken4ever81,1,2021-09-12
28642,EntrepreneurSea4863,1,2021-09-12
28656,Aqua_v2,1,2021-09-12
28669,EntrepreneurSea4863,1,2021-09-12
28671,EntrepreneurSea4863,1,2021-09-12
28692,EntrepreneurSea4863,1,2021-09-12
28796,EntrepreneurSea4863,1,2021-09-13
28808,Aqua_v2,1,2021-09-13
28942,broken4ever81,1,2021-09-13
28944,Aqua_v2,1,2021-09-13
28994,EntrepreneurSea4863,1,2021-09-13
29048,patheticccccccc,1,2021-09-13
29089,EntrepreneurSea4863,1,2021-09-13
29128,EntrepreneurSea4863,1,2021-09-13
29137,EntrepreneurSea4863,1,2021-09-13
29153,EntrepreneurSea4863,1,2021-09-13
29157,EntrepreneurSea4863,1,2021-09-13
29169,EntrepreneurSea4863,1,2021-09-13
29250,patheticccccccc,0,2021-09-13
29323,[deleted],1,2021-09-13
29492,Existing5678,1,2021-09-14
29496,Existing5678,1,2021-09-14
29642,broken4ever81,1,2021-09-14
29707,RepresentativeElk159,1,2021-09-14
29752,broken4ever81,1,2021-09-14
30260,RepresentativeElk159,0,2021-09-15
30296,Existing5678,1,2021-09-15
30368,Aqua_v2,1,2021-09-15
30416,EntrepreneurSea4863,1,2021-09-15
30457,Aqua_v2,1,2021-09-15
30481,EntrepreneurSea4863,1,2021-09-16
30612,broken4ever81,1,2021-09-16
30656,RepresentativeElk159,1,2021-09-16
30668,EntrepreneurSea4863,1,2021-09-16
30683,EntrepreneurSea4863,1,2021-09-16
30688,EntrepreneurSea4863,1,2021-09-16
30754,AlexPlaysMusic123,1,2021-09-16
30781,[deleted],1,2021-09-16
30785,Aqua_v2,0,2021-09-16
30923,Aqua_v2,1,2021-09-16
31029,Existing5678,1,2021-09-17
31062,RepresentativeElk159,1,2021-09-17
31116,[deleted],1,2021-09-17
31160,Aqua_v2,0,2021-09-17
31174,EntrepreneurSea4863,1,2021-09-17
31187,EntrepreneurSea4863,1,2021-09-17
31188,EntrepreneurSea4863,1,2021-09-17
31211,EntrepreneurSea4863,1,2021-09-17
31222,EntrepreneurSea4863,1,2021-09-17
31239,EntrepreneurSea4863,1,2021-09-17
31252,EntrepreneurSea4863,1,2021-09-17
31308,[deleted],1,2021-09-17
31419,Aqua_v2,1,2021-09-17
31432,EntrepreneurSea4863,1,2021-09-17
31443,ThatWasNotEasy10,1,2021-09-17
31448,EntrepreneurSea4863,1,2021-09-17
31453,EntrepreneurSea4863,1,2021-09-18
31454,EntrepreneurSea4863,1,2021-09-18
31461,EntrepreneurSea4863,1,2021-09-18
31465,EntrepreneurSea4863,0,2021-09-18
31486,EntrepreneurSea4863,1,2021-09-18
31496,EntrepreneurSea4863,1,2021-09-18
31649,EntrepreneurSea4863,1,2021-09-18
31652,EntrepreneurSea4863,1,2021-09-18
31654,EntrepreneurSea4863,1,2021-09-18
31660,EntrepreneurSea4863,0,2021-09-18
31720,EntrepreneurSea4863,0,2021-09-18
31793,broken4ever81,1,2021-09-18
31862,[deleted],1,2021-09-18
32032,Existing5678,1,2021-09-19
32184,[deleted],1,2021-09-19
32213,patheticccccccc,1,2021-09-19
32266,[deleted],1,2021-09-19
32362,anechointhedark,1,2021-09-19
32363,EntrepreneurSea4863,1,2021-09-19
32364,EntrepreneurSea4863,1,2021-09-19
32368,EntrepreneurSea4863,1,2021-09-19
32373,EntrepreneurSea4863,1,2021-09-19
32377,EntrepreneurSea4863,1,2021-09-19
32382,EntrepreneurSea4863,1,2021-09-19
32384,EntrepreneurSea4863,1,2021-09-19
32487,Aqua_v2,1,2021-09-20
32506,Existing5678,1,2021-09-20
32604,RepresentativeElk159,1,2021-09-20
32621,EntrepreneurSea4863,1,2021-09-20
32623,EntrepreneurSea4863,1,2021-09-20
32661,EntrepreneurSea4863,1,2021-09-20
32664,EntrepreneurSea4863,1,2021-09-20
32949,Aqua_v2,1,2021-09-20
33003,Aqua_v2,1,2021-09-21
33060,[deleted],0,2021-09-21
33068,RepresentativeElk159,1,2021-09-21
33189,EntrepreneurSea4863,1,2021-09-21
33276,EntrepreneurSea4863,1,2021-09-21
33285,EntrepreneurSea4863,0,2021-09-21
33304,EntrepreneurSea4863,1,2021-09-21
33309,Aqua_v2,1,2021-09-21
33361,EntrepreneurSea4863,1,2021-09-21
33364,EntrepreneurSea4863,1,2021-09-21
33365,broken4ever81,0,2021-09-21
33368,EntrepreneurSea4863,1,2021-09-21
33464,EntrepreneurSea4863,1,2021-09-21
33475,EntrepreneurSea4863,0,2021-09-21
33486,EntrepreneurSea4863,1,2021-09-22
33532,patheticccccccc,1,2021-09-22
33540,EntrepreneurSea4863,0,2021-09-22
33567,Existing5678,1,2021-09-22
33817,Aqua_v2,1,2021-09-22
33826,[deleted],1,2021-09-22
33837,[deleted],1,2021-09-22
33839,[deleted],1,2021-09-22
33845,RepresentativeElk159,0,2021-09-22
33880,[deleted],0,2021-09-22
33885,[deleted],0,2021-09-22
33939,[deleted],1,2021-09-22
33942,[deleted],1,2021-09-22
33955,[deleted],0,2021-09-22
33964,[deleted],1,2021-09-22
33969,[deleted],1,2021-09-22
33977,[deleted],1,2021-09-22
33984,[deleted],1,2021-09-22
34015,[deleted],0,2021-09-23
34030,[deleted],0,2021-09-23
34051,[deleted],1,2021-09-23
34067,[deleted],1,2021-09-23
34135,ThatWasNotEasy10,0,2021-09-23
34391,[deleted],1,2021-09-23
34506,patheticccccccc,1,2021-09-23
34534,EntrepreneurSea4863,1,2021-09-24
34540,Aqua_v2,0,2021-09-24
34598,broken4ever81,1,2021-09-24
34709,EntrepreneurSea4863,1,2021-09-24
34713,EntrepreneurSea4863,1,2021-09-24
34718,anechointhedark,1,2021-09-24
34719,EntrepreneurSea4863,1,2021-09-24
34734,[deleted],1,2021-09-24
34795,EntrepreneurSea4863,0,2021-09-24
34910,broken4ever81,0,2021-09-24
34984,[deleted],1,2021-09-24
35060,ThatWasNotEasy10,0,2021-09-25
35140,RepresentativeElk159,0,2021-09-25
35157,EntrepreneurSea4863,1,2021-09-25
35284,RepresentativeElk159,1,2021-09-25
35356,Aqua_v2,1,2021-09-25
35375,RepresentativeElk159,0,2021-09-25
35556,Existing5678,1,2021-09-26
35558,Existing5678,1,2021-09-26
35563,Existing5678,1,2021-09-26
35622,RepresentativeElk159,1,2021-09-26
35813,Aqua_v2,1,2021-09-26
35879,broken4ever81,1,2021-09-26
35950,EntrepreneurSea4863,0,2021-09-26
35953,EntrepreneurSea4863,1,2021-09-26
35964,anechointhedark,1,2021-09-27
36010,Aqua_v2,0,2021-09-27
36069,RepresentativeElk159,1,2021-09-27
36123,[deleted],1,2021-09-27
36277,[deleted],1,2021-09-27
36589,glasstumble16,1,2021-09-28
36671,[deleted],1,2021-09-28
36674,glasstumble16,1,2021-09-28
36837,[deleted],1,2021-09-28
36907,RepresentativeElk159,1,2021-09-28
37112,Existing5678,1,2021-09-29
37168,ThatWasNotEasy10,1,2021-09-29
37316,broken4ever81,1,2021-09-29
37473,[deleted],1,2021-09-29
37586,patheticccccccc,1,2021-09-30
37876,patheticccccccc,1,2021-09-30
37934,ThatWasNotEasy10,1,2021-09-30
37972,Jim-Dread,1,2021-09-30
38088,Existing5678,1,2021-09-30
38138,Jim-Dread,1,2021-10-01
38142,Jim-Dread,1,2021-10-01
38188,patheticccccccc,1,2021-10-01
38403,RepresentativeElk159,1,2021-10-01
38440,Existing5678,0,2021-10-01
38461,broken4ever81,1,2021-10-01
38644,Existing5678,1,2021-10-02
38805,Aqua_v2,0,2021-10-02
38871,patheticccccccc,1,2021-10-02
38878,RepresentativeElk159,1,2021-10-02
39131,patheticccccccc,1,2021-10-03
39527,anechointhedark,1,2021-10-03
39552,Existing5678,1,2021-10-03
39689,patheticccccccc,1,2021-10-04
39831,broken4ever81,1,2021-10-04
39950,patheticccccccc,0,2021-10-04
40164,[deleted],1,2021-10-05
40166,[deleted],1,2021-10-05
40175,[deleted],0,2021-10-05
40177,[deleted],1,2021-10-05
40182,[deleted],1,2021-10-05
40200,[deleted],0,2021-10-05
40204,[deleted],1,2021-10-05
40218,[deleted],1,2021-10-05
40222,[deleted],1,2021-10-05
40235,[deleted],0,2021-10-05
40240,[deleted],0,2021-10-05
40241,[deleted],1,2021-10-05
40245,[deleted],0,2021-10-05
40253,[deleted],1,2021-10-05
40264,[deleted],1,2021-10-05
40271,[deleted],1,2021-10-05
40291,[deleted],1,2021-10-05
40294,[deleted],1,2021-10-05
40297,[deleted],1,2021-10-05
40299,[deleted],1,2021-10-05
40319,[deleted],1,2021-10-05
40320,[deleted],0,2021-10-05
40322,[deleted],1,2021-10-05
40327,[deleted],1,2021-10-05
40331,[deleted],1,2021-10-05
40337,[deleted],1,2021-10-05
40338,[deleted],1,2021-10-05
40347,[deleted],1,2021-10-05
40354,[deleted],1,2021-10-05
40358,[deleted],1,2021-10-05
40360,[deleted],0,2021-10-05
40362,[deleted],1,2021-10-05
40376,[deleted],1,2021-10-05
40391,[deleted],1,2021-10-05
40398,[deleted],1,2021-10-05
40408,[deleted],1,2021-10-05
40412,[deleted],1,2021-10-05
40418,[deleted],1,2021-10-05
40419,[deleted],1,2021-10-05
40421,[deleted],1,2021-10-05
40422,[deleted],1,2021-10-05
40425,[deleted],0,2021-10-05
40448,[deleted],1,2021-10-05
40454,[deleted],1,2021-10-05
40467,[deleted],1,2021-10-05
40479,[deleted],1,2021-10-05
40484,[deleted],1,2021-10-05
40486,[deleted],1,2021-10-05
40489,[deleted],1,2021-10-05
40493,[deleted],1,2021-10-05
40495,[deleted],0,2021-10-05
40496,[deleted],1,2021-10-05
40497,[deleted],1,2021-10-05
40500,[deleted],0,2021-10-05
40504,[deleted],1,2021-10-05
40506,[deleted],1,2021-10-05
40509,[deleted],1,2021-10-05
40524,Existing5678,1,2021-10-05
40525,[deleted],0,2021-10-05
40528,[deleted],1,2021-10-05
40531,[deleted],1,2021-10-05
40533,[deleted],1,2021-10-05
40534,[deleted],1,2021-10-05
40536,[deleted],1,2021-10-05
40539,[deleted],1,2021-10-05
40542,[deleted],1,2021-10-05
40544,[deleted],1,2021-10-05
40550,[deleted],0,2021-10-05
40551,[deleted],1,2021-10-05
40556,[deleted],1,2021-10-05
40564,[deleted],1,2021-10-05
40565,[deleted],0,2021-10-05
40566,[deleted],1,2021-10-05
40567,[deleted],1,2021-10-05
40568,[deleted],1,2021-10-05
40578,[deleted],1,2021-10-05
40580,[deleted],0,2021-10-05
40588,[deleted],1,2021-10-05
40593,[deleted],1,2021-10-05
40603,[deleted],1,2021-10-05
40609,[deleted],1,2021-10-05
40657,[deleted],1,2021-10-06
40658,[deleted],1,2021-10-06
40659,[deleted],1,2021-10-06
40667,[deleted],1,2021-10-06
40670,[deleted],0,2021-10-06
40673,[deleted],1,2021-10-06
40692,[deleted],1,2021-10-06
40708,[deleted],1,2021-10-06
40716,[deleted],1,2021-10-06
40729,[deleted],1,2021-10-06
40730,[deleted],0,2021-10-06
40745,[deleted],0,2021-10-06
40747,[deleted],1,2021-10-06
40754,ThatWasNotEasy10,1,2021-10-06
40760,[deleted],0,2021-10-06
40778,[deleted],1,2021-10-06
40823,[deleted],1,2021-10-06
40841,[deleted],1,2021-10-06
40850,[deleted],0,2021-10-06
40861,[deleted],1,2021-10-06
40865,[deleted],0,2021-10-06
40868,[deleted],1,2021-10-06
40898,[deleted],1,2021-10-06
40909,[deleted],1,2021-10-06
40918,[deleted],1,2021-10-06
40919,[deleted],1,2021-10-06
40932,[deleted],1,2021-10-06
40937,[deleted],1,2021-10-06
40938,[deleted],1,2021-10-06
40940,[deleted],0,2021-10-06
